experiment_name,rounds,global_accuracy,global_loss,comm_cost,num_clients
adaptive_fedprox_mnist_alpha0.1_clients10,0,0.1039,2.3091594009399414,0,3
adaptive_fedprox_mnist_alpha0.1_clients10,1,0.4991,1.4957328805923462,0,3
adaptive_fedprox_mnist_alpha0.1_clients10,2,0.7065,0.8110162081718445,0,3
adaptive_fedprox_mnist_alpha0.1_clients10,3,0.6953,0.7895795343399048,0,3
adaptive_fedprox_mnist_alpha0.1_clients10,4,0.735,0.9250419513702393,0,3
adaptive_fedprox_mnist_alpha0.1_clients10,5,0.7807,0.8054900241374969,0,3
adaptive_fedprox_mnist_alpha0.1_clients10,6,0.7328,0.8211093613624573,0,3
adaptive_fedprox_mnist_alpha0.1_clients10,7,0.8318,0.44218992347717284,0,3
adaptive_fedprox_mnist_alpha0.1_clients10,8,0.941,0.18304319639503955,0,3
adaptive_fedprox_mnist_alpha0.1_clients10,9,0.9182,0.25346061159968375,0,3
adaptive_fedprox_mnist_alpha0.1_clients10,10,0.915,0.22429432552158832,0,3
adaptive_fedprox_mnist_alpha0.1_clients10,11,0.9044,0.2490011717915535,0,3
adaptive_fedprox_mnist_alpha0.1_clients10,12,0.8544,0.3889673179090023,0,3
adaptive_fedprox_mnist_alpha0.1_clients10,13,0.961,0.12480975715816021,0,3
adaptive_fedprox_mnist_alpha0.1_clients10,14,0.8793,0.3316247884720564,0,3
adaptive_fedprox_mnist_alpha0.1_clients10,15,0.9209,0.21039691239893438,0,3
adaptive_fedprox_mnist_alpha0.1_clients10,16,0.9365,0.17543945142552256,0,3
adaptive_fedprox_mnist_alpha0.1_clients10,17,0.9515,0.14864725889861582,0,3
adaptive_fedprox_mnist_alpha0.1_clients10,18,0.9393,0.1751456009760499,0,3
adaptive_fedprox_mnist_alpha0.1_clients10,19,0.8247,0.9209492593288422,0,3
adaptive_fedprox_mnist_alpha0.1_clients10,20,0.9113,0.23990735884308814,0,3
