experiment_name,rounds,global_accuracy,global_loss,comm_cost,num_clients
fedavg_mnist_alpha0.1_clients10,0,0.1215,2.302471170806885,0,3
fedavg_mnist_alpha0.1_clients10,1,0.5108,1.544612533760071,0,3
fedavg_mnist_alpha0.1_clients10,2,0.5361,1.8566365419387818,0,3
fedavg_mnist_alpha0.1_clients10,3,0.7872,0.9829868049144744,0,3
fedavg_mnist_alpha0.1_clients10,4,0.8399,1.029136702054739,0,3
fedavg_mnist_alpha0.1_clients10,5,0.7577,1.3438320374965669,0,3
fedavg_mnist_alpha0.1_clients10,6,0.8593,0.6848539644241333,0,3
fedavg_mnist_alpha0.1_clients10,7,0.8474,0.4987100554466248,0,3
fedavg_mnist_alpha0.1_clients10,8,0.8687,0.612659993994236,0,3
fedavg_mnist_alpha0.1_clients10,9,0.8703,0.5376219543218612,0,3
fedavg_mnist_alpha0.1_clients10,10,0.975,0.08366897842921317,0,3
fedavg_mnist_alpha0.1_clients10,11,0.9096,0.3382779731705785,0,3
fedavg_mnist_alpha0.1_clients10,12,0.8966,0.39854116165041925,0,3
fedavg_mnist_alpha0.1_clients10,13,0.8956,0.37337162652797995,0,3
fedavg_mnist_alpha0.1_clients10,14,0.9487,0.1691847883352544,0,3
fedavg_mnist_alpha0.1_clients10,15,0.9417,0.1796630512851756,0,3
fedavg_mnist_alpha0.1_clients10,16,0.9659,0.11158260645996779,0,3
fedavg_mnist_alpha0.1_clients10,17,0.9615,0.12491459681643173,0,3
fedavg_mnist_alpha0.1_clients10,18,0.9167,0.30981620444357394,0,3
fedavg_mnist_alpha0.1_clients10,19,0.9621,0.11968161885421723,0,3
fedavg_mnist_alpha0.1_clients10,20,0.973,0.08559564218495506,0,3
