experiment_name,rounds,global_accuracy,global_loss,comm_cost,num_clients
fedprox_mnist_alpha1.0_clients10,0,0.1145,2.3104069915771484,0,3
fedprox_mnist_alpha1.0_clients10,1,0.9552,0.22086159772872924,0,3
fedprox_mnist_alpha1.0_clients10,2,0.9767,0.07231719850171357,0,3
fedprox_mnist_alpha1.0_clients10,3,0.9834,0.05133782594529912,0,3
fedprox_mnist_alpha1.0_clients10,4,0.9851,0.045714994775358356,0,3
fedprox_mnist_alpha1.0_clients10,5,0.9828,0.04966164832194336,0,3
fedprox_mnist_alpha1.0_clients10,6,0.9888,0.03521555058863596,0,3
fedprox_mnist_alpha1.0_clients10,7,0.9875,0.03762643114350358,0,3
fedprox_mnist_alpha1.0_clients10,8,0.9875,0.036671641820603694,0,3
fedprox_mnist_alpha1.0_clients10,9,0.9865,0.03962926110267581,0,3
fedprox_mnist_alpha1.0_clients10,10,0.9893,0.03276680903704473,0,3
fedprox_mnist_alpha1.0_clients10,11,0.9912,0.026908666743130017,0,3
fedprox_mnist_alpha1.0_clients10,12,0.9909,0.02601837619518483,0,3
fedprox_mnist_alpha1.0_clients10,13,0.99,0.031955801352897106,0,3
fedprox_mnist_alpha1.0_clients10,14,0.9906,0.03055740510222822,0,3
fedprox_mnist_alpha1.0_clients10,15,0.9906,0.02969702919103911,0,3
fedprox_mnist_alpha1.0_clients10,16,0.9905,0.030815302079962567,0,3
fedprox_mnist_alpha1.0_clients10,17,0.9912,0.02929703794028137,0,3
fedprox_mnist_alpha1.0_clients10,18,0.9913,0.029746475304813294,0,3
fedprox_mnist_alpha1.0_clients10,19,0.9925,0.02746178251948498,0,3
fedprox_mnist_alpha1.0_clients10,20,0.991,0.028770618735932157,0,3
